university_name,country,city,language,budget,major,gpa,sat,ielts,avg_temp,qs_rank,scholarships,description,strengths,weaknesses,can_admit
Носков University of к. Мелеуз,USA,к. Мелеуз,Английский,38676,Medicine,2.35,1440,6.3,21.5,989,249,Носков University of к. Мелеуз — один из ведущих университетов в USA. Университет известен своими достижениями в области medicine.,Развитая инфраструктура,Сложности с визами,0
Антонов University of с. Октябрьское (Хант.),Russia,с. Октябрьское (Хант.),Русский,34381,Business,4.86,1328,5.9,2.7,1418,332,Антонов University of с. Октябрьское (Хант.) — один из ведущих университетов в Russia. Университет известен своими достижениями в области business.,Развитая инфраструктура,Маленькое общежитие,0
Дроздов University of г. Снежинск,Canada,г. Снежинск,Английский,21169,Engineering,4.0,939,8.4,21.1,1397,193,Дроздов University of г. Снежинск — один из ведущих университетов в Canada. Университет известен своими достижениями в области engineering.,Сильная программа по ИИ,Нехватка стажировок,0
Селезнева University of с. Муравленко,Russia,с. Муравленко,Русский,27983,Mathematics,3.14,898,7.4,26.8,825,386,Селезнева University of с. Муравленко — один из ведущих университетов в Russia. Университет известен своими достижениями в области mathematics.,Сильный студенческий обмен,Дорогая аренда жилья,0
Панов University of п. Курган,Japan,п. Курган,Японский,29167,Physics,2.62,1409,6.1,9.5,39,460,Панов University of п. Курган — один из ведущих университетов в Japan. Университет известен своими достижениями в области physics.,Сильная программа по ИИ,Маленькое общежитие,0
Зимина University of г. Поронайск,United Kingdom,г. Поронайск,Английский,45000,Political Science,3.85,1336,5.2,28.7,865,378,Зимина University of г. Поронайск — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области political science.,Сильная программа по ИИ,Нехватка стажировок,0
Тарасов University of ст. Кижи,Netherlands,ст. Кижи,Английский,20036,Engineering,4.79,987,6.5,25.9,671,121,Тарасов University of ст. Кижи — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области engineering.,Сильный студенческий обмен,Маленькое общежитие,0
Орлов University of клх Голицыно,Singapore,клх Голицыно,Английский,32911,Medicine,2.88,1154,7.9,-4.7,125,83,Орлов University of клх Голицыно — один из ведущих университетов в Singapore. Университет известен своими достижениями в области medicine.,Сильные инженерные программы,Высокая стоимость жизни,0
Максимов University of ст. Катайск,France,ст. Катайск,Французский,28359,Political Science,3.66,800,6.8,4.8,1041,291,Максимов University of ст. Катайск — один из ведущих университетов в France. Университет известен своими достижениями в области political science.,Сильный студенческий обмен,Сложности с визами,0
Фролов University of г. Игнашино,Australia,г. Игнашино,Английский,20023,Mathematics,2.67,1409,6.2,11.2,627,242,Фролов University of г. Игнашино — один из ведущих университетов в Australia. Университет известен своими достижениями в области mathematics.,Сильная программа по ИИ,Дорогая аренда жилья,0
Дорофеева University of клх Лабытнанги,China,клх Лабытнанги,Китайский,16837,Chemistry,2.51,1168,7.7,14.8,933,85,Дорофеева University of клх Лабытнанги — один из ведущих университетов в China. Университет известен своими достижениями в области chemistry.,Развитая инфраструктура,Нехватка стажировок,0
Владимиров University of клх Холмогоры,Australia,клх Холмогоры,Английский,36067,Medicine,2.03,1532,4.4,22.1,1311,7,Владимиров University of клх Холмогоры — один из ведущих университетов в Australia. Университет известен своими достижениями в области medicine.,Сильные инженерные программы,Высокая стоимость жизни,0
Мельникова University of ст. Кропоткин (Краснод.),Russia,ст. Кропоткин (Краснод.),Русский,42461,Computer Science,2.24,1268,8.1,24.1,549,464,Мельникова University of ст. Кропоткин (Краснод.) — один из ведущих университетов в Russia. Университет известен своими достижениями в области computer science.,Отличное финансирование исследований,Маленькое общежитие,0
Шаров University of г. Избербаш,South Korea,г. Избербаш,Корейский,42279,Biology,3.26,1370,6.1,20.6,679,67,Шаров University of г. Избербаш — один из ведущих университетов в South Korea. Университет известен своими достижениями в области biology.,Отличное финансирование исследований,Нехватка стажировок,0
Харитонова University of к. Кимры,France,к. Кимры,Французский,30280,Physics,3.76,971,7.7,17.2,136,462,Харитонова University of к. Кимры — один из ведущих университетов в France. Университет известен своими достижениями в области physics.,Сильная программа по ИИ,Маленькое общежитие,0
Кабанов University of п. Верхний Баскунчак,Russia,п. Верхний Баскунчак,Русский,18556,Architecture,3.14,1372,9.0,5.7,1359,348,Кабанов University of п. Верхний Баскунчак — один из ведущих университетов в Russia. Университет известен своими достижениями в области architecture.,Отличное финансирование исследований,Высокая стоимость жизни,0
Козлов University of клх Змеиногорск,South Korea,клх Змеиногорск,Корейский,58359,Political Science,3.79,1443,5.8,18.4,711,333,Козлов University of клх Змеиногорск — один из ведущих университетов в South Korea. Университет известен своими достижениями в области political science.,Сильная программа по ИИ,Нехватка стажировок,0
Никитина University of г. Адлер,USA,г. Адлер,Английский,13280,Biology,2.44,1381,8.6,7.4,607,70,Никитина University of г. Адлер — один из ведущих университетов в USA. Университет известен своими достижениями в области biology.,Сильные инженерные программы,Маленькое общежитие,0
Лаврентьева University of д. Токма,Netherlands,д. Токма,Английский,47663,Business,2.71,1371,7.7,23.9,1068,271,Лаврентьева University of д. Токма — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области business.,Сильная программа по ИИ,Дорогая аренда жилья,0
Орехова University of ст. Кулунда,China,ст. Кулунда,Китайский,36516,Mathematics,3.89,1218,7.0,14.3,848,294,Орехова University of ст. Кулунда — один из ведущих университетов в China. Университет известен своими достижениями в области mathematics.,Сильные инженерные программы,Дорогая аренда жилья,1
Виноградова University of с. Ербогачен,Russia,с. Ербогачен,Русский,31460,Psychology,4.08,1576,7.4,22.6,826,370,Виноградова University of с. Ербогачен — один из ведущих университетов в Russia. Университет известен своими достижениями в области psychology.,Сильные инженерные программы,Маленькое общежитие,1
Орехова University of ст. Углич,Japan,ст. Углич,Японский,31535,Art,4.17,1143,8.5,26.4,1019,237,Орехова University of ст. Углич — один из ведущих университетов в Japan. Университет известен своими достижениями в области art.,Сильные инженерные программы,Дорогая аренда жилья,0
Виноградов University of г. Курчатов,Canada,г. Курчатов,Английский,21833,Biology,4.94,1412,4.2,-0.1,694,233,Виноградов University of г. Курчатов — один из ведущих университетов в Canada. Университет известен своими достижениями в области biology.,Отличное финансирование исследований,Маленькое общежитие,0
Быкова University of с. Уэлен,China,с. Уэлен,Китайский,5473,Political Science,4.78,872,5.8,20.6,725,92,Быкова University of с. Уэлен — один из ведущих университетов в China. Университет известен своими достижениями в области political science.,Сильные инженерные программы,Сложности с визами,0
Наумов University of ст. Касимов,Singapore,ст. Касимов,Английский,27539,Biology,3.28,1388,5.7,-0.3,220,252,Наумов University of ст. Касимов — один из ведущих университетов в Singapore. Университет известен своими достижениями в области biology.,Развитая инфраструктура,Сложности с визами,0
Суворов University of п. Тура,Australia,п. Тура,Английский,28230,Biology,4.21,1184,5.8,14.1,1202,121,Суворов University of п. Тура — один из ведущих университетов в Australia. Университет известен своими достижениями в области biology.,Развитая инфраструктура,Маленькое общежитие,0
Овчинникова University of с. Черусти,USA,с. Черусти,Английский,59675,Architecture,4.29,1034,5.2,6.7,1357,51,Овчинникова University of с. Черусти — один из ведущих университетов в USA. Университет известен своими достижениями в области architecture.,Развитая инфраструктура,Высокая стоимость жизни,0
Афанасьева University of ст. Нарткала,Netherlands,ст. Нарткала,Английский,51554,Architecture,3.78,939,8.3,6.5,255,183,Афанасьева University of ст. Нарткала — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области architecture.,Сильная программа по ИИ,Маленькое общежитие,0
Егоров University of д. Кызыл,United Kingdom,д. Кызыл,Английский,29799,Engineering,4.76,1420,4.4,-3.6,816,351,Егоров University of д. Кызыл — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области engineering.,Сильная программа по ИИ,Маленькое общежитие,0
Яковлев University of к. Канск,Germany,к. Канск,Немецкий,9666,Environmental Science,2.39,1455,4.5,17.5,855,329,Яковлев University of к. Канск — один из ведущих университетов в Germany. Университет известен своими достижениями в области environmental science.,Сильный студенческий обмен,Дорогая аренда жилья,0
Самойлова University of ст. Тихорецк,Canada,ст. Тихорецк,Английский,48280,Business,4.4,937,4.7,-2.9,1402,282,Самойлова University of ст. Тихорецк — один из ведущих университетов в Canada. Университет известен своими достижениями в области business.,Сильный студенческий обмен,Маленькое общежитие,0
Веселов University of с. Саратов,Singapore,с. Саратов,Английский,26008,Medicine,2.31,1369,6.6,17.3,1133,345,Веселов University of с. Саратов — один из ведущих университетов в Singapore. Университет известен своими достижениями в области medicine.,Сильные инженерные программы,Высокая стоимость жизни,0
Владимиров University of г. Дубна,Canada,г. Дубна,Английский,7170,Economics,3.47,1132,5.2,-2.0,235,167,Владимиров University of г. Дубна — один из ведущих университетов в Canada. Университет известен своими достижениями в области economics.,Сильная программа по ИИ,Высокая стоимость жизни,0
Шубин University of д. Вендинга,Russia,д. Вендинга,Русский,26939,Medicine,3.81,1169,7.0,26.4,1076,460,Шубин University of д. Вендинга — один из ведущих университетов в Russia. Университет известен своими достижениями в области medicine.,Сильная программа по ИИ,Маленькое общежитие,0
Андреева University of клх Джубга,Germany,клх Джубга,Немецкий,9882,Medicine,2.78,908,5.3,27.2,1255,499,Андреева University of клх Джубга — один из ведущих университетов в Germany. Университет известен своими достижениями в области medicine.,Сильная программа по ИИ,Высокая стоимость жизни,0
Рогова University of клх Элиста,South Korea,клх Элиста,Корейский,58894,Architecture,2.75,1141,7.7,5.3,712,434,Рогова University of клх Элиста — один из ведущих университетов в South Korea. Университет известен своими достижениями в области architecture.,Развитая инфраструктура,Нехватка стажировок,0
Кузнецов University of к. Баксан,United Kingdom,к. Баксан,Английский,17517,Mathematics,4.24,804,7.5,0.1,22,414,Кузнецов University of к. Баксан — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области mathematics.,Сильный студенческий обмен,Нехватка стажировок,0
Харитонова University of п. Белогорск (Амур.),United Kingdom,п. Белогорск (Амур.),Английский,37813,Physics,2.79,1540,7.0,1.8,1058,497,Харитонова University of п. Белогорск (Амур.) — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области physics.,Отличное финансирование исследований,Высокая стоимость жизни,0
Пестов University of ст. Кетченеры,United Kingdom,ст. Кетченеры,Английский,16353,Engineering,2.82,918,7.5,8.3,1190,115,Пестов University of ст. Кетченеры — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области engineering.,Сильная программа по ИИ,Нехватка стажировок,0
Костин University of ст. Ершов,China,ст. Ершов,Китайский,6540,Engineering,2.06,1508,5.3,16.0,158,89,Костин University of ст. Ершов — один из ведущих университетов в China. Университет известен своими достижениями в области engineering.,Сильная программа по ИИ,Сложности с визами,0
Сазонов University of г. Моршанск,USA,г. Моршанск,Английский,35908,Chemistry,3.44,1181,4.8,19.8,1416,192,Сазонов University of г. Моршанск — один из ведущих университетов в USA. Университет известен своими достижениями в области chemistry.,Развитая инфраструктура,Высокая стоимость жизни,0
Соболева University of к. Домодедово,France,к. Домодедово,Французский,34385,Environmental Science,2.39,880,7.1,12.9,2,422,Соболева University of к. Домодедово — один из ведущих университетов в France. Университет известен своими достижениями в области environmental science.,Развитая инфраструктура,Высокая стоимость жизни,0
Фокин University of к. Дагомыс,Russia,к. Дагомыс,Русский,57982,Computer Science,4.7,1374,8.8,0.4,41,482,Фокин University of к. Дагомыс — один из ведущих университетов в Russia. Университет известен своими достижениями в области computer science.,Развитая инфраструктура,Нехватка стажировок,1
Потапов University of к. Саранск,USA,к. Саранск,Английский,30773,Computer Science,2.78,1064,7.4,19.3,317,90,Потапов University of к. Саранск — один из ведущих университетов в USA. Университет известен своими достижениями в области computer science.,Сильный студенческий обмен,Высокая стоимость жизни,0
Данилов University of клх Солнечногорск,China,клх Солнечногорск,Китайский,21656,Psychology,4.61,1039,5.8,20.4,887,322,Данилов University of клх Солнечногорск — один из ведущих университетов в China. Университет известен своими достижениями в области psychology.,Сильная программа по ИИ,Нехватка стажировок,0
Силина University of к. Любань,USA,к. Любань,Английский,31423,Chemistry,3.14,829,5.3,29.8,533,391,Силина University of к. Любань — один из ведущих университетов в USA. Университет известен своими достижениями в области chemistry.,Сильная программа по ИИ,Маленькое общежитие,0
Смирнова University of п. Алапаевск,China,п. Алапаевск,Китайский,12170,Biology,3.93,1222,4.4,3.4,473,94,Смирнова University of п. Алапаевск — один из ведущих университетов в China. Университет известен своими достижениями в области biology.,Сильный студенческий обмен,Высокая стоимость жизни,0
Архипова University of п. Владимир,China,п. Владимир,Китайский,50701,Physics,4.14,1003,7.3,2.8,98,246,Архипова University of п. Владимир — один из ведущих университетов в China. Университет известен своими достижениями в области physics.,Сильная программа по ИИ,Сложности с визами,0
Буров University of клх Алексин,Singapore,клх Алексин,Английский,23433,Medicine,2.69,1097,7.6,29.4,1387,214,Буров University of клх Алексин — один из ведущих университетов в Singapore. Университет известен своими достижениями в области medicine.,Сильные инженерные программы,Сложности с визами,0
Доронина University of с. Дагомыс,Japan,с. Дагомыс,Японский,29691,Physics,2.45,931,5.7,-3.3,64,407,Доронина University of с. Дагомыс — один из ведущих университетов в Japan. Университет известен своими достижениями в области physics.,Сильные инженерные программы,Высокая стоимость жизни,0
Турова University of г. Курчатов,USA,г. Курчатов,Английский,52179,Architecture,4.71,1520,5.4,12.4,362,168,Турова University of г. Курчатов — один из ведущих университетов в USA. Университет известен своими достижениями в области architecture.,Развитая инфраструктура,Маленькое общежитие,0
Лобанов University of ст. Оленек,Singapore,ст. Оленек,Английский,13316,Economics,4.97,1464,4.7,14.7,938,476,Лобанов University of ст. Оленек — один из ведущих университетов в Singapore. Университет известен своими достижениями в области economics.,Сильные инженерные программы,Сложности с визами,0
Лыткин University of г. Вытегра,South Korea,г. Вытегра,Корейский,41321,Physics,4.12,1337,6.3,8.3,420,256,Лыткин University of г. Вытегра — один из ведущих университетов в South Korea. Университет известен своими достижениями в области physics.,Сильная программа по ИИ,Сложности с визами,1
Крылова University of клх Красная Поляна,United Kingdom,клх Красная Поляна,Английский,17044,Physics,2.47,1266,7.3,-1.2,591,133,Крылова University of клх Красная Поляна — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области physics.,Сильный студенческий обмен,Сложности с визами,0
Евдокимова University of с. Черняховск,Germany,с. Черняховск,Немецкий,27138,Physics,4.36,855,6.3,-1.7,1374,415,Евдокимова University of с. Черняховск — один из ведущих университетов в Germany. Университет известен своими достижениями в области physics.,Сильные инженерные программы,Маленькое общежитие,0
Архипова University of г. Торжок,South Korea,г. Торжок,Корейский,40961,Mathematics,2.12,1217,7.9,10.4,139,76,Архипова University of г. Торжок — один из ведущих университетов в South Korea. Университет известен своими достижениями в области mathematics.,Развитая инфраструктура,Высокая стоимость жизни,0
Агафонов University of д. Малгобек,China,д. Малгобек,Китайский,37660,Chemistry,3.92,1139,8.8,17.2,978,409,Агафонов University of д. Малгобек — один из ведущих университетов в China. Университет известен своими достижениями в области chemistry.,Сильные инженерные программы,Высокая стоимость жизни,0
Мартынов University of к. Катав-Ивановск,Netherlands,к. Катав-Ивановск,Английский,13583,Chemistry,3.33,1326,7.7,3.3,689,118,Мартынов University of к. Катав-Ивановск — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области chemistry.,Развитая инфраструктура,Высокая стоимость жизни,0
Афанасьев University of с. Усть-Ордынский,Netherlands,с. Усть-Ордынский,Английский,26693,Engineering,2.23,1165,6.4,10.9,548,285,Афанасьев University of с. Усть-Ордынский — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области engineering.,Сильный студенческий обмен,Нехватка стажировок,0
Рыбакова University of д. Малая Вишера,Germany,д. Малая Вишера,Немецкий,52746,Chemistry,2.61,894,6.7,22.8,201,319,Рыбакова University of д. Малая Вишера — один из ведущих университетов в Germany. Университет известен своими достижениями в области chemistry.,Развитая инфраструктура,Маленькое общежитие,0
Шилов University of д. Оймякон,Germany,д. Оймякон,Немецкий,52562,Physics,2.14,1418,8.8,15.1,1103,218,Шилов University of д. Оймякон — один из ведущих университетов в Germany. Университет известен своими достижениями в области physics.,Сильный студенческий обмен,Нехватка стажировок,0
Белозерова University of с. Усть-Калманка,USA,с. Усть-Калманка,Английский,50244,Business,4.66,1539,4.4,4.0,1367,345,Белозерова University of с. Усть-Калманка — один из ведущих университетов в USA. Университет известен своими достижениями в области business.,Отличное финансирование исследований,Нехватка стажировок,0
Рогова University of п. Черусти,Australia,п. Черусти,Английский,8070,Psychology,3.55,1221,4.2,19.2,587,48,Рогова University of п. Черусти — один из ведущих университетов в Australia. Университет известен своими достижениями в области psychology.,Сильные инженерные программы,Сложности с визами,0
Маслова University of ст. Кетченеры,Canada,ст. Кетченеры,Английский,29179,Economics,4.48,1481,4.4,17.2,204,225,Маслова University of ст. Кетченеры — один из ведущих университетов в Canada. Университет известен своими достижениями в области economics.,Сильная программа по ИИ,Высокая стоимость жизни,0
Алексеев University of д. Орел,Russia,д. Орел,Русский,9389,Art,2.2,1033,6.9,16.1,1370,218,Алексеев University of д. Орел — один из ведущих университетов в Russia. Университет известен своими достижениями в области art.,Сильная программа по ИИ,Сложности с визами,0
Осипова University of ст. Костомукша,Netherlands,ст. Костомукша,Английский,17758,Physics,3.94,1200,8.9,10.8,1461,347,Осипова University of ст. Костомукша — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области physics.,Развитая инфраструктура,Дорогая аренда жилья,0
Исаев University of ст. Бавлы,Russia,ст. Бавлы,Русский,55901,Architecture,3.64,911,4.1,24.2,540,225,Исаев University of ст. Бавлы — один из ведущих университетов в Russia. Университет известен своими достижениями в области architecture.,Сильный студенческий обмен,Высокая стоимость жизни,0
Ширяев University of с. Снежногорск (Мурм.),South Korea,с. Снежногорск (Мурм.),Корейский,29298,Economics,2.02,1286,5.5,28.5,45,250,Ширяев University of с. Снежногорск (Мурм.) — один из ведущих университетов в South Korea. Университет известен своими достижениями в области economics.,Сильные инженерные программы,Маленькое общежитие,0
Цветкова University of п. Томск,United Kingdom,п. Томск,Английский,12792,Architecture,2.82,1563,7.3,22.4,1310,359,Цветкова University of п. Томск — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области architecture.,Сильные инженерные программы,Дорогая аренда жилья,0
Миронов University of д. Глазов,USA,д. Глазов,Английский,28834,Architecture,4.5,1424,5.8,17.3,1148,425,Миронов University of д. Глазов — один из ведущих университетов в USA. Университет известен своими достижениями в области architecture.,Отличное финансирование исследований,Дорогая аренда жилья,0
Журавлева University of п. Юрьевец (Иван.),USA,п. Юрьевец (Иван.),Английский,15233,Biology,2.51,1138,8.5,6.2,845,243,Журавлева University of п. Юрьевец (Иван.) — один из ведущих университетов в USA. Университет известен своими достижениями в области biology.,Развитая инфраструктура,Дорогая аренда жилья,0
Савельев University of с. Кемерово,China,с. Кемерово,Китайский,31041,Mathematics,2.19,974,5.1,1.9,1384,23,Савельев University of с. Кемерово — один из ведущих университетов в China. Университет известен своими достижениями в области mathematics.,Сильная программа по ИИ,Высокая стоимость жизни,0
Самсонов University of г. Шахты,Netherlands,г. Шахты,Английский,13429,Computer Science,3.4,933,8.9,24.0,226,414,Самсонов University of г. Шахты — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области computer science.,Сильные инженерные программы,Маленькое общежитие,0
Савельева University of клх Новочеркасск,Canada,клх Новочеркасск,Английский,43529,Art,3.06,1382,6.8,16.8,1038,222,Савельева University of клх Новочеркасск — один из ведущих университетов в Canada. Университет известен своими достижениями в области art.,Развитая инфраструктура,Маленькое общежитие,0
Агафонов University of клх Новая Игирма,USA,клх Новая Игирма,Английский,13519,Business,3.12,1430,5.7,6.7,113,324,Агафонов University of клх Новая Игирма — один из ведущих университетов в USA. Университет известен своими достижениями в области business.,Сильная программа по ИИ,Маленькое общежитие,0
Лебедева University of г. Мценск,Russia,г. Мценск,Русский,34520,Computer Science,4.68,1589,6.8,3.4,429,304,Лебедева University of г. Мценск — один из ведущих университетов в Russia. Университет известен своими достижениями в области computer science.,Развитая инфраструктура,Сложности с визами,1
Семенова University of п. Усть-Ордынский,Australia,п. Усть-Ордынский,Английский,39171,Chemistry,2.89,1386,5.1,21.0,403,24,Семенова University of п. Усть-Ордынский — один из ведущих университетов в Australia. Университет известен своими достижениями в области chemistry.,Отличное финансирование исследований,Маленькое общежитие,0
Некрасов University of к. Карабулак,Canada,к. Карабулак,Английский,36159,Architecture,4.41,1381,5.7,-0.5,428,410,Некрасов University of к. Карабулак — один из ведущих университетов в Canada. Университет известен своими достижениями в области architecture.,Сильная программа по ИИ,Сложности с визами,0
Сергеева University of п. Домбай,France,п. Домбай,Французский,10767,Architecture,4.7,1176,5.3,11.8,824,259,Сергеева University of п. Домбай — один из ведущих университетов в France. Университет известен своими достижениями в области architecture.,Развитая инфраструктура,Маленькое общежитие,0
Петрова University of к. Курск,South Korea,к. Курск,Корейский,33332,Business,4.68,1375,8.7,22.2,335,174,Петрова University of к. Курск — один из ведущих университетов в South Korea. Университет известен своими достижениями в области business.,Сильные инженерные программы,Нехватка стажировок,1
Евдокимова University of д. Кировск (Ленин.),Singapore,д. Кировск (Ленин.),Английский,42280,Architecture,2.3,913,8.0,14.4,324,188,Евдокимова University of д. Кировск (Ленин.) — один из ведущих университетов в Singapore. Университет известен своими достижениями в области architecture.,Сильная программа по ИИ,Дорогая аренда жилья,0
Тарасова University of п. Новороссийск,Singapore,п. Новороссийск,Английский,11877,Environmental Science,2.93,1325,7.7,27.1,70,206,Тарасова University of п. Новороссийск — один из ведущих университетов в Singapore. Университет известен своими достижениями в области environmental science.,Сильные инженерные программы,Сложности с визами,0
Савельева University of клх Красногорск (Моск.),Australia,клх Красногорск (Моск.),Английский,48050,Medicine,3.03,1562,7.9,18.1,1365,203,Савельева University of клх Красногорск (Моск.) — один из ведущих университетов в Australia. Университет известен своими достижениями в области medicine.,Развитая инфраструктура,Маленькое общежитие,0
Шубин University of к. Калязин,Germany,к. Калязин,Немецкий,58762,Psychology,3.18,857,8.0,13.6,279,62,Шубин University of к. Калязин — один из ведущих университетов в Germany. Университет известен своими достижениями в области psychology.,Сильный студенческий обмен,Высокая стоимость жизни,0
Суворова University of г. Нязепетровск,United Kingdom,г. Нязепетровск,Английский,47221,Economics,4.79,852,6.2,29.3,847,65,Суворова University of г. Нязепетровск — один из ведущих университетов в United Kingdom. Университет известен своими достижениями в области economics.,Сильная программа по ИИ,Высокая стоимость жизни,0
Кононова University of д. Яшалта,USA,д. Яшалта,Английский,26695,Biology,4.8,919,4.5,8.0,728,147,Кононова University of д. Яшалта — один из ведущих университетов в USA. Университет известен своими достижениями в области biology.,Сильный студенческий обмен,Маленькое общежитие,0
Виноградова University of г. Малоярославец,Canada,г. Малоярославец,Английский,47609,Economics,2.79,1484,5.7,-1.9,427,333,Виноградова University of г. Малоярославец — один из ведущих университетов в Canada. Университет известен своими достижениями в области economics.,Сильная программа по ИИ,Сложности с визами,0
Авдеев University of с. Малгобек,Netherlands,с. Малгобек,Английский,6520,Chemistry,3.18,1577,5.1,18.2,1134,460,Авдеев University of с. Малгобек — один из ведущих университетов в Netherlands. Университет известен своими достижениями в области chemistry.,Сильные инженерные программы,Маленькое общежитие,0
Киселева University of клх Мытищи,Canada,клх Мытищи,Английский,35209,Computer Science,2.51,1164,5.6,-0.2,490,415,Киселева University of клх Мытищи — один из ведущих университетов в Canada. Университет известен своими достижениями в области computer science.,Отличное финансирование исследований,Нехватка стажировок,0
Трофимов University of п. Кашира,USA,п. Кашира,Английский,49909,Chemistry,3.38,1585,4.8,6.0,318,100,Трофимов University of п. Кашира — один из ведущих университетов в USA. Университет известен своими достижениями в области chemistry.,Сильная программа по ИИ,Сложности с визами,0
Лапин University of к. Усть-Баргузин,Singapore,к. Усть-Баргузин,Английский,30665,Mathematics,3.73,852,5.4,28.3,429,229,Лапин University of к. Усть-Баргузин — один из ведущих университетов в Singapore. Университет известен своими достижениями в области mathematics.,Сильный студенческий обмен,Высокая стоимость жизни,0
Сазонова University of ст. Кедровый,Germany,ст. Кедровый,Немецкий,18598,Art,2.16,1361,8.3,28.7,176,64,Сазонова University of ст. Кедровый — один из ведущих университетов в Germany. Университет известен своими достижениями в области art.,Сильная программа по ИИ,Высокая стоимость жизни,0
Титова University of с. Казань,France,с. Казань,Французский,20540,Psychology,2.36,1148,6.8,25.3,655,458,Титова University of с. Казань — один из ведущих университетов в France. Университет известен своими достижениями в области psychology.,Сильная программа по ИИ,Сложности с визами,0
Исаева University of клх Апшеронск,Japan,клх Апшеронск,Японский,16562,Engineering,3.81,1348,7.8,22.2,129,52,Исаева University of клх Апшеронск — один из ведущих университетов в Japan. Университет известен своими достижениями в области engineering.,Сильная программа по ИИ,Нехватка стажировок,1
Воронова University of к. Ковров,Canada,к. Ковров,Английский,16249,Medicine,4.14,1518,8.2,-3.1,876,439,Воронова University of к. Ковров — один из ведущих университетов в Canada. Университет известен своими достижениями в области medicine.,Сильные инженерные программы,Высокая стоимость жизни,1
Федосеева University of д. Дубна,Australia,д. Дубна,Английский,44304,Engineering,2.91,1595,4.8,14.1,747,218,Федосеева University of д. Дубна — один из ведущих университетов в Australia. Университет известен своими достижениями в области engineering.,Развитая инфраструктура,Маленькое общежитие,0
